
Píxel (0, 0): R=000, G=000, B=000
Píxel (21, 38): R=000, G=000, B=000
Píxel (22, 38): R=252, G=000, B=248
Píxel (23, 38): R=000, G=254, B=249
Píxel (24, 38): R=000, G=248, B=252
Píxel (25, 38): R=000, G=239, B=248
Píxel (26, 38): R=251, G=134, B=142
Píxel (27, 38): R=189, G=17, B=17
Píxel (28, 38): R=241, G=27, B=16
Píxel (29, 38): R=249, G=14, B=0
Píxel (30, 38): R=253, G=21, B=0
Píxel (31, 38): R=250, G=22, B=0
Píxel (32, 38): R=248, G=22, B=0
Píxel (33, 38): R=250, G=21, B=0
Píxel (34, 38): R=251, G=20, B=2
Píxel (35, 38): R=252, G=19, B=2
Píxel (36, 38): R=252, G=19, B=2
Píxel (37, 38): R=251, G=20, B=2
Píxel (38, 38): R=248, G=21, B=2
Píxel (39, 38): R=248, G=21, B=2
Píxel (40, 38): R=248, G=21, B=2
Píxel (41, 38): R=250, G=21, B=2
Píxel (42, 38): R=252, G=19, B=2
Píxel (43, 38): R=000, G=18, B=2
Píxel (44, 38): R=000, G=18, B=0
Píxel (45, 38): R=254, G=19, B=0
Píxel (46, 38): R=252, G=20, B=0
Píxel (47, 38): R=251, G=20, B=0
Píxel (48, 38): R=252, G=19, B=2
Píxel (49, 38): R=250, G=19, B=3
Píxel (50, 38): R=249, G=19, B=4
Píxel (51, 38): R=248, G=21, B=5
Píxel (52, 38): R=249, G=22, B=6
Píxel (53, 38): R=248, G=21, B=2
Píxel (54, 38): R=246, G=20, B=0
Píxel (55, 38): R=218, G=27, B=8
Píxel (56, 38): R=186, G=66, B=65
Píxel (57, 38): R=000, G=233, B=236
Píxel (58, 38): R=000, G=248, B=249
Píxel (59, 38): R=000, G=000, B=000
Píxel (60, 38): R=000, G=252, B=253
Píxel (61, 38): R=000, G=251, B=250
Píxel (62, 38): R=253, G=252, B=248
Píxel (63, 38): R=000, G=000, B=251
Píxel (64, 38): R=000, G=000, B=253
Píxel (65, 38): R=000, G=000, B=000
Píxel (66, 38): R=000, G=000, B=000
Píxel (67, 38): R=000, G=000, B=000
Píxel (68, 38): R=000, G=000, B=000
Píxel (69, 38): R=000, G=000, B=000
Píxel (70, 38): R=000, G=000, B=000
Píxel (71, 38): R=000, G=000, B=000
Píxel (72, 38): R=000, G=000, B=000
Píxel (73, 38): R=000, G=000, B=000
Píxel (74, 38): R=254, G=254, B=254
Píxel (75, 38): R=000, G=000, B=000
Píxel (76, 38): R=000, G=000, B=000
Píxel (77, 38): R=000, G=000, B=000
Píxel (78, 38): R=000, G=000, B=000
Píxel (79, 38): R=224, G=224, B=224
Píxel (80, 38): R=185, G=185, B=185
Píxel (81, 38): R=000, G=000, B=000
Píxel (82, 38): R=000, G=000, B=000
Píxel (0, 39): R=000, G=000, B=000
Píxel (1, 39): R=254, G=254, B=254
Píxel (2, 39): R=186, G=186, B=186
Píxel (3, 39): R=223, G=223, B=223
Píxel (4, 39): R=000, G=000, B=000
Píxel (5, 39): R=000, G=000, B=000
Píxel (6, 39): R=000, G=000, B=000
Píxel (7, 39): R=000, G=000, B=000
Píxel (8, 39): R=000, G=000, B=000
Píxel (9, 39): R=000, G=000, B=000
Píxel (10, 39): R=000, G=000, B=000
Píxel (11, 39): R=000, G=000, B=000
Píxel (12, 39): R=000, G=000, B=000
Píxel (13, 39): R=000, G=000, B=000
Píxel (14, 39): R=000, G=000, B=000
Píxel (15, 39): R=000, G=000, B=000
Píxel (16, 39): R=000, G=000, B=253
Píxel (17, 39): R=000, G=000, B=000
Píxel (18, 39): R=254, G=000, B=000
Píxel (19, 39): R=254, G=000, B=000
Píxel (20, 39): R=253, G=252, B=000
Píxel (21, 39): R=254, G=000, B=000
Píxel (22, 39): R=252, G=000, B=251
Píxel (23, 39): R=251, G=000, B=251
Píxel (24, 39): R=253, G=254, B=000
Píxel (25, 39): R=000, G=247, B=000
Píxel (26, 39): R=000, G=231, B=241
Píxel (27, 39): R=213, G=90, B=93
Píxel (28, 39): R=204, G=19, B=14
Píxel (29, 39): R=243, G=23, B=9
Píxel (30, 39): R=248, G=22, B=0
Píxel (31, 39): R=252, G=22, B=0
Píxel (32, 39): R=250, G=21, B=0
Píxel (33, 39): R=250, G=21, B=0
Píxel (34, 39): R=251, G=20, B=2
Píxel (35, 39): R=252, G=19, B=2
Píxel (36, 39): R=252, G=19, B=2
Píxel (37, 39): R=252, G=19, B=2
Píxel (38, 39): R=251, G=20, B=4
Píxel (39, 39): R=251, G=20, B=4
Píxel (40, 39): R=251, G=20, B=4
Píxel (41, 39): R=252, G=19, B=4
Píxel (42, 39): R=252, G=19, B=2
Píxel (43, 39): R=254, G=19, B=2
Píxel (44, 39): R=252, G=20, B=0
Píxel (45, 39): R=252, G=20, B=0
Píxel (46, 39): R=251, G=21, B=0
Píxel (47, 39): R=251, G=20, B=0
Píxel (48, 39): R=000, G=20, B=3
Píxel (49, 39): R=252, G=19, B=5
Píxel (50, 39): R=250, G=18, B=4
Píxel (51, 39): R=250, G=20, B=5
Píxel (52, 39): R=249, G=22, B=6
Píxel (53, 39): R=240, G=25, B=7
Píxel (54, 39): R=219, G=26, B=8
Píxel (55, 39): R=179, G=36, B=22
Píxel (56, 39): R=000, G=227, B=228
Píxel (57, 39): R=000, G=245, B=250
Píxel (58, 39): R=000, G=253, B=000
Píxel (59, 39): R=252, G=252, B=254
Píxel (60, 39): R=000, G=253, B=000
Píxel (61, 39): R=000, G=254, B=000
Píxel (62, 39): R=254, G=000, B=250
Píxel (63, 39): R=254, G=000, B=248
Píxel (64, 39): R=000, G=000, B=253
Píxel (65, 39): R=000, G=000, B=000
Píxel (66, 39): R=000, G=000, B=000
Píxel (67, 39): R=000, G=000, B=000
Píxel (68, 39): R=000, G=000, B=000
Píxel (69, 39): R=000, G=000, B=000
Píxel (70, 39): R=000, G=000, B=000
Píxel (71, 39): R=000, G=000, B=000
Píxel (72, 39): R=000, G=000, B=000
Píxel (73, 39): R=000, G=000, B=000
Píxel (74, 39): R=254, G=254, B=254
Píxel (75, 39): R=000, G=000, B=000
Píxel (76, 39): R=000, G=000, B=000
Píxel (77, 39): R=000, G=000, B=000
Píxel (78, 39): R=000, G=000, B=000
Píxel (79, 39): R=224, G=224, B=224
Píxel (80, 39): R=185, G=185, B=185
Píxel (81, 39): R=000, G=000, B=000
Píxel (82, 39): R=000, G=000, B=000
Píxel (0, 40): R=000, G=000, B=000
Píxel (1, 40): R=254, G=254, B=254
Píxel (2, 40): R=186, G=186, B=186
Píxel (3, 40): R=223, G=223, B=223
Píxel (4, 40): R=000, G=000, B=000
Píxel (5, 40): R=000, G=000, B=000
Píxel (6, 40): R=000, G=000, B=000
Píxel (7, 40): R=000, G=000, B=000
Píxel (8, 40): R=000, G=000, B=000
Píxel (9, 40): R=000, G=000, B=000
Píxel (10, 40): R=000, G=000, B=000
Píxel (11, 40): R=000, G=000, B=000
Píxel (12, 40): R=000, G=000, B=000
Píxel (13, 40): R=000, G=000, B=000
Píxel (14, 40): R=000, G=000, B=000
Píxel (15, 40): R=000, G=000, B=000
Píxel (16, 40): R=254, G=000, B=000
Píxel (17, 40): R=254, G=000, B=000
Píxel (18, 40): R=254, G=000, B=000
Píxel (19, 40): R=000, G=254, B=000
Píxel (20, 40): R=000, G=254, B=000
Píxel (21, 40): R=254, G=000, B=000
Píxel (22, 40): R=249, G=000, B=000
Píxel (23, 40): R=247, G=000, B=253
Píxel (24, 40): R=249, G=000, B=000
Píxel (25, 40): R=254, G=253, B=251
Píxel (26, 40): R=000, G=249, B=251
Píxel (27, 40): R=000, G=234, B=237
Píxel (28, 40): R=213, G=79, B=80
Píxel (29, 40): R=207, G=20, B=15
Píxel (30, 40): R=240, G=22, B=12
Píxel (31, 40): R=000, G=22, B=7
Píxel (32, 40): R=251, G=20, B=2
Píxel (33, 40): R=251, G=20, B=2
Píxel (34, 40): R=250, G=19, B=1
Píxel (35, 40): R=251, G=20, B=2
Píxel (36, 40): R=252, G=19, B=2
Píxel (37, 40): R=253, G=18, B=0
Píxel (38, 40): R=000, G=19, B=3
Píxel (39, 40): R=000, G=18, B=2
Píxel (40, 40): R=000, G=20, B=4
Píxel (41, 40): R=253, G=18, B=1
Píxel (42, 40): R=250, G=19, B=1
Píxel (43, 40): R=252, G=23, B=4
Píxel (44, 40): R=249, G=22, B=3
Píxel (45, 40): R=245, G=20, B=0
Píxel (46, 40): R=245, G=20, B=0
Píxel (47, 40): R=249, G=23, B=1
Píxel (48, 40): R=251, G=21, B=0
Píxel (49, 40): R=254, G=22, B=2
Píxel (50, 40): R=254, G=18, B=5
Píxel (51, 40): R=247, G=13, B=4
Píxel (52, 40): R=250, G=19, B=9
Píxel (53, 40): R=225, G=28, B=19
Píxel (54, 40): R=165, G=32, B=25
Píxel (55, 40): R=000, G=221, B=217
Píxel (56, 40): R=000, G=244, B=245
Píxel (57, 40): R=000, G=252, B=254
Píxel (58, 40): R=000, G=253, B=000
Píxel (59, 40): R=000, G=253, B=000
Píxel (60, 40): R=000, G=254, B=000
Píxel (61, 40): R=254, G=000, B=000
Píxel (62, 40): R=254, G=000, B=251
Píxel (63, 40): R=254, G=000, B=250
Píxel (64, 40): R=000, G=000, B=253
Píxel (65, 40): R=000, G=000, B=000
Píxel (66, 40): R=000, G=000, B=000
Píxel (67, 40): R=000, G=000, B=000
Píxel (68, 40): R=000, G=000, B=000
Píxel (69, 40): R=000, G=000, B=000
Píxel (70, 40): R=000, G=000, B=000
Píxel (71, 40): R=000, G=000, B=000
Píxel (72, 40): R=000, G=000, B=000
Píxel (73, 40): R=000, G=000, B=000
Píxel (74, 40): R=254, G=254, B=254
Píxel (75, 40): R=000, G=000, B=000
Píxel (76, 40): R=000, G=000, B=000
Píxel (77, 40): R=000, G=000, B=000
Píxel (78, 40): R=000, G=000, B=000
Píxel (79, 40): R=224, G=224, B=224
Píxel (80, 40): R=185, G=185, B=185
Píxel (81, 40): R=000, G=000, B=000
Píxel (82, 40): R=000, G=000, B=000
Píxel (0, 41): R=000, G=000, B=000
Píxel (1, 41): R=254, G=254, B=254
Píxel (2, 41): R=186, G=186, B=186
Píxel (3, 41): R=223, G=223, B=223
Píxel (4, 41): R=000, G=000, B=000
Píxel (5, 41): R=000, G=000, B=000
Píxel (6, 41): R=000, G=000, B=000
Píxel (7, 41): R=000, G=000, B=000
Píxel (8, 41): R=000, G=000, B=000
Píxel (9, 41): R=000, G=000, B=000
Píxel (10, 41): R=000, G=000, B=000
Píxel (11, 41): R=000, G=000, B=000
Píxel (12, 41): R=000, G=000, B=000
Píxel (13, 41): R=000, G=000, B=000
Píxel (14, 41): R=000, G=000, B=000
Píxel (15, 41): R=000, G=000, B=000
Píxel (16, 41): R=254, G=000, B=000
Píxel (17, 41): R=254, G=000, B=000
Píxel (18, 41): R=000, G=254, B=000
Píxel (19, 41): R=000, G=254, B=000
Píxel (20, 41): R=000, G=253, B=000
Píxel (21, 41): R=000, G=254, B=000
Píxel (22, 41): R=251, G=000, B=000
Píxel (23, 41): R=249, G=000, B=253
Píxel (24, 41): R=247, G=254, B=247
Píxel (25, 41): R=245, G=250, B=244
Píxel (26, 41): R=252, G=000, B=000
Píxel (27, 41): R=000, G=247, B=250
Píxel (28, 41): R=000, G=227, B=229
Píxel (29, 41): R=239, G=109, B=107
Píxel (30, 41): R=192, G=23, B=16
Píxel (31, 41): R=221, G=23, B=12
Píxel (32, 41): R=241, G=24, B=9
Píxel (33, 41): R=248, G=18, B=2
Píxel (34, 41): R=248, G=18, B=2
Píxel (35, 41): R=252, G=21, B=5
Píxel (36, 41): R=250, G=17, B=2
Píxel (37, 41): R=250, G=17, B=0
Píxel (38, 41): R=000, G=22, B=5
Píxel (39, 41): R=250, G=15, B=0
Píxel (40, 41): R=250, G=15, B=0
Píxel (41, 41): R=253, G=20, B=3
Píxel (42, 41): R=253, G=22, B=4
Píxel (43, 41): R=248, G=19, B=0
Píxel (44, 41): R=247, G=20, B=1
Píxel (45, 41): R=250, G=25, B=5
Píxel (46, 41): R=250, G=25, B=5
Píxel (47, 41): R=245, G=20, B=0
Píxel (48, 41): R=248, G=17, B=0
Píxel (49, 41): R=249, G=19, B=3
Píxel (50, 41): R=244, G=20, B=12
Píxel (51, 41): R=238, G=26, B=22
Píxel (52, 41): R=210, G=22, B=13
Píxel (53, 41): R=193, G=48, B=43
Píxel (54, 41): R=000, G=223, B=224
Píxel (55, 41): R=000, G=244, B=246
Píxel (56, 41): R=000, G=251, B=250
Píxel (57, 41): R=254, G=254, B=254
Píxel (58, 41): R=000, G=254, B=000
Píxel (59, 41): R=000, G=254, B=000
Píxel (60, 41): R=254, G=000, B=000
Píxel (61, 41): R=252, G=000, B=000
Píxel (62, 41): R=254, G=000, B=253
Píxel (63, 41): R=254, G=000, B=251
Píxel (64, 41): R=000, G=000, B=000
Píxel (65, 41): R=000, G=000, B=000
Píxel (66, 41): R=000, G=000, B=000
Píxel (67, 41): R=000, G=000, B=000
Píxel (68, 41): R=000, G=000, B=000
Píxel (69, 41): R=000, G=000, B=000
Píxel (70, 41): R=000, G=000, B=000
Píxel (71, 41): R=000, G=000, B=000
Píxel (72, 41): R=000, G=000, B=000
Píxel (73, 41): R=000, G=000, B=000
Píxel (74, 41): R=254, G=254, B=254
Píxel (75, 41): R=000, G=000, B=000
Píxel (76, 41): R=000, G=000, B=000
Píxel (77, 41): R=000, G=000, B=000
Píxel (78, 41): R=000, G=000, B=000
Píxel (79, 41): R=224, G=224, B=224
Píxel (80, 41): R=185, G=185, B=185
Píxel (81, 41): R=000, G=000, B=000
Píxel (82, 41): R=000, G=000, B=000
Píxel (0, 42): R=000, G=000, B=000
Píxel (1, 42): R=254, G=254, B=254
Píxel (2, 42): R=186, G=186, B=186
Píxel (3, 42): R=223, G=223, B=223
Píxel (4, 42): R=000, G=000, B=000
Píxel (5, 42): R=000, G=000, B=000
Píxel (6, 42): R=000, G=000, B=000
Píxel (7, 42): R=000, G=000, B=000
Píxel (8, 42): R=000, G=000, B=000
Píxel (9, 42): R=000, G=000, B=000
Píxel (10, 42): R=000, G=000, B=000
Píxel (11, 42): R=000, G=000, B=000
Píxel (12, 42): R=000, G=000, B=000
Píxel (13, 42): R=000, G=000, B=000
Píxel (14, 42): R=000, G=000, B=000
Píxel (15, 42): R=000, G=000, B=000
Píxel (16, 42): R=000, G=000, B=253
Píxel (17, 42): R=000, G=254, B=000
Píxel (18, 42): R=000, G=252, B=000
Píxel (19, 42): R=000, G=252, B=000
Píxel (20, 42): R=000, G=254, B=251
Píxel (21, 42): R=000, G=254, B=251
Píxel (22, 42): R=000, G=253, B=000
Píxel (23, 42): R=000, G=253, B=253
Píxel (24, 42): R=000, G=254, B=250
Píxel (25, 42): R=000, G=254, B=250
Píxel (26, 42): R=250, G=249, B=247
Píxel (27, 42): R=000, G=251, B=250
Píxel (28, 42): R=000, G=248, B=244
Píxel (29, 42): R=000, G=238, B=231
Píxel (30, 42): R=000, G=179, B=171
Píxel (31, 42): R=164, G=36, B=25
Píxel (32, 42): R=213, G=25, B=13
Píxel (33, 42): R=242, G=20, B=7
Píxel (34, 42): R=248, G=20, B=9
Píxel (35, 42): R=248, G=16, B=4
Píxel (36, 42): R=250, G=16, B=5
Píxel (37, 42): R=250, G=18, B=6
Píxel (38, 42): R=247, G=20, B=4
Píxel (39, 42): R=249, G=22, B=6
Píxel (40, 42): R=248, G=21, B=4
Píxel (41, 42): R=248, G=18, B=2
Píxel (42, 42): R=250, G=17, B=0
Píxel (43, 42): R=254, G=19, B=2
Píxel (44, 42): R=000, G=18, B=0
Píxel (45, 42): R=249, G=17, B=0
Píxel (46, 42): R=244, G=18, B=0
Píxel (47, 42): R=245, G=19, B=0
Píxel (48, 42): R=251, G=18, B=4
Píxel (49, 42): R=246, G=22, B=14
Píxel (50, 42): R=227, G=25, B=23
Píxel (51, 42): R=184, G=22, B=20
Píxel (52, 42): R=217, G=114, B=109
Píxel (53, 42): R=000, G=234, B=229
Píxel (54, 42): R=000, G=243, B=245
Píxel (55, 42): R=000, G=248, B=251
Píxel (56, 42): R=000, G=253, B=252
Píxel (57, 42): R=254, G=000, B=251
Píxel (58, 42): R=254, G=000, B=250
Píxel (59, 42): R=254, G=000, B=251
Píxel (60, 42): R=252, G=000, B=000
Píxel (61, 42): R=252, G=000, B=000
Píxel (62, 42): R=254, G=000, B=000
Píxel (63, 42): R=254, G=000, B=000
Píxel (64, 42): R=000, G=000, B=000
Píxel (65, 42): R=000, G=000, B=000
Píxel (66, 42): R=000, G=000, B=000
Píxel (67, 42): R=000, G=000, B=000
Píxel (68, 42): R=000, G=000, B=000
Píxel (69, 42): R=000, G=000, B=000
Píxel (70, 42): R=000, G=000, B=000
Píxel (71, 42): R=000, G=000, B=000
Píxel (72, 42): R=000, G=000, B=000
Píxel (73, 42): R=000, G=000, B=000
Píxel (74, 42): R=254, G=254, B=254
Píxel (75, 42): R=000, G=000, B=000
Píxel (76, 42): R=000, G=000, B=000
Píxel (77, 42): R=000, G=000, B=000
Píxel (78, 42): R=000, G=000, B=000
Píxel (79, 42): R=224, G=224, B=224
Píxel (80, 42): R=185, G=185, B=185
Píxel (81, 42): R=000, G=000, B=000
Píxel (82, 42): R=000, G=000, B=000
Píxel (0, 43): R=000, G=000, B=000
Píxel (1, 43): R=254, G=254, B=254
Píxel (2, 43): R=186, G=186, B=186
Píxel (3, 43): R=223, G=223, B=223
Píxel (4, 43): R=000, G=000, B=000
Píxel (5, 43): R=000, G=000, B=000
Píxel (6, 43): R=000, G=000, B=000
Píxel (7, 43): R=000, G=000, B=000
Píxel (8, 43): R=000, G=000, B=000
Píxel (9, 43): R=000, G=000, B=000
Píxel (10, 43): R=000, G=000, B=000
Píxel (11, 43): R=000, G=000, B=000
Píxel (12, 43): R=000, G=000, B=000
Píxel (13, 43): R=000, G=000, B=000
Píxel (14, 43): R=000, G=000, B=000
Píxel (15, 43): R=000, G=000, B=253
Píxel (16, 43): R=000, G=000, B=251
Píxel (17, 43): R=000, G=000, B=253
Píxel (18, 43): R=000, G=252, B=000
Píxel (19, 43): R=000, G=252, B=000
Píxel (20, 43): R=000, G=254, B=251
Píxel (21, 43): R=000, G=000, B=250
Píxel (22, 43): R=000, G=252, B=253
Píxel (23, 43): R=000, G=252, B=253
Píxel (24, 43): R=000, G=252, B=250
Píxel (25, 43): R=000, G=253, B=250
Píxel (26, 43): R=000, G=253, B=253
Píxel (27, 43): R=253, G=252, B=250
Píxel (28, 43): R=000, G=000, B=251
Píxel (29, 43): R=000, G=254, B=246
Píxel (30, 43): R=000, G=240, B=236
Píxel (31, 43): R=000, G=234, B=227
Píxel (32, 43): R=233, G=102, B=92
Píxel (33, 43): R=192, G=24, B=15
Píxel (34, 43): R=205, G=21, B=13
Píxel (35, 43): R=229, G=30, B=25
Píxel (36, 43): R=235, G=24, B=17
Píxel (37, 43): R=242, G=28, B=18
Píxel (38, 43): R=237, G=21, B=8
Píxel (39, 43): R=239, G=23, B=8
Píxel (40, 43): R=240, G=19, B=1
Píxel (41, 43): R=247, G=21, B=5
Píxel (42, 43): R=254, G=21, B=7
Píxel (43, 43): R=252, G=19, B=5
Píxel (44, 43): R=250, G=20, B=5
Píxel (45, 43): R=246, G=25, B=7
Píxel (46, 43): R=237, G=31, B=10
Píxel (47, 43): R=229, G=32, B=13
Píxel (48, 43): R=220, G=28, B=17
Píxel (49, 43): R=194, G=19, B=14
Píxel (50, 43): R=199, G=55, B=55
Píxel (51, 43): R=000, G=192, B=192
Píxel (52, 43): R=000, G=241, B=235
Píxel (53, 43): R=000, G=251, B=247
Píxel (54, 43): R=000, G=250, B=251
Píxel (55, 43): R=000, G=252, B=253
Píxel (56, 43): R=000, G=000, B=253
Píxel (57, 43): R=254, G=000, B=251
Píxel (58, 43): R=254, G=000, B=248
Píxel (59, 43): R=254, G=000, B=248
Píxel (60, 43): R=000, G=000, B=251
Píxel (61, 43): R=000, G=000, B=000
Píxel (62, 43): R=254, G=000, B=000
Píxel (63, 43): R=254, G=000, B=000
Píxel (64, 43): R=000, G=000, B=000
Píxel (65, 43): R=000, G=000, B=000
Píxel (66, 43): R=000, G=000, B=000
Píxel (67, 43): R=000, G=000, B=000
Píxel (68, 43): R=000, G=000, B=000
Píxel (69, 43): R=000, G=000, B=000
Píxel (70, 43): R=000, G=000, B=000
Píxel (71, 43): R=000, G=000, B=000
Píxel (72, 43): R=000, G=000, B=000
Píxel (73, 43): R=000, G=000, B=000
Píxel (74, 43): R=254, G=254, B=254
Píxel (75, 43): R=000, G=000, B=000
Píxel (76, 43): R=000, G=000, B=000
Píxel (77, 43): R=000, G=000, B=000
Píxel (78, 43): R=000, G=000, B=000
Píxel (79, 43): R=224, G=224, B=224
Píxel (80, 43): R=185, G=185, B=185
Píxel (81, 43): R=000, G=000, B=000
Píxel (82, 43): R=000, G=000, B=000
Píxel (0, 44): R=000, G=000, B=000
Píxel (1, 44): R=254, G=254, B=254
Píxel (2, 44): R=186, G=186, B=186
Píxel (3, 44): R=223, G=223, B=223
Píxel (4, 44): R=000, G=000, B=000
Píxel (5, 44): R=000, G=000, B=000
Píxel (6, 44): R=000, G=000, B=000
Píxel (7, 44): R=000, G=000, B=000
Píxel (8, 44): R=000, G=000, B=000
Píxel (9, 44): R=000, G=000, B=000
Píxel (10, 44): R=000, G=000, B=000
Píxel (11, 44): R=000, G=000, B=000
Píxel (12, 44): R=000, G=000, B=000
Píxel (13, 44): R=000, G=000, B=000
Píxel (14, 44): R=000, G=000, B=000
Píxel (15, 44): R=254, G=000, B=253
Píxel (16, 44): R=252, G=000, B=250
Píxel (17, 44): R=252, G=000, B=253
Píxel (18, 44): R=000, G=254, B=000
Píxel (19, 44): R=000, G=253, B=000
Píxel (20, 44): R=254, G=000, B=253
Píxel (21, 44): R=254, G=000, B=250
Píxel (22, 44): R=000, G=000, B=250
Píxel (23, 44): R=000, G=000, B=251
Píxel (24, 44): R=000, G=000, B=253
Píxel (25, 44): R=000, G=254, B=252
Píxel (26, 44): R=000, G=251, B=250
Píxel (27, 44): R=000, G=254, B=253
Píxel (28, 44): R=000, G=000, B=253
Píxel (29, 44): R=000, G=251, B=250
Píxel (30, 44): R=000, G=252, B=253
Píxel (31, 44): R=000, G=247, B=246
Píxel (32, 44): R=000, G=239, B=236
Píxel (33, 44): R=000, G=223, B=219
Píxel (34, 44): R=225, G=121, B=120
Píxel (35, 44): R=179, G=45, B=44
Píxel (36, 44): R=189, G=25, B=24
Píxel (37, 44): R=198, G=15, B=9
Píxel (38, 44): R=221, G=24, B=15
Píxel (39, 44): R=231, G=25, B=11
Píxel (40, 44): R=241, G=25, B=10
Píxel (41, 44): R=244, G=20, B=8
Píxel (42, 44): R=245, G=17, B=8
Píxel (43, 44): R=242, G=17, B=11
Píxel (44, 44): R=230, G=21, B=14
Píxel (45, 44): R=212, G=24, B=15
Píxel (46, 44): R=189, G=25, B=13
Píxel (47, 44): R=165, G=29, B=15
Píxel (48, 44): R=199, G=91, B=79
Píxel (49, 44): R=000, G=192, B=185
Píxel (50, 44): R=000, G=240, B=236
Píxel (51, 44): R=000, G=246, B=242
Píxel (52, 44): R=000, G=254, B=248
Píxel (53, 44): R=254, G=000, B=251
Píxel (54, 44): R=000, G=000, B=251
Píxel (55, 44): R=253, G=254, B=249
Píxel (56, 44): R=000, G=000, B=251
Píxel (57, 44): R=000, G=000, B=253
Píxel (58, 44): R=000, G=000, B=253
Píxel (59, 44): R=000, G=000, B=251
Píxel (60, 44): R=000, G=254, B=248
Píxel (61, 44): R=000, G=254, B=250
Píxel (62, 44): R=000, G=000, B=000
Píxel (63, 44): R=254, G=000, B=000
Píxel (64, 44): R=000, G=000, B=000
Píxel (65, 44): R=000, G=000, B=000
Píxel (66, 44): R=000, G=000, B=000
Píxel (67, 44): R=000, G=000, B=000
Píxel (68, 44): R=000, G=000, B=000
Píxel (69, 44): R=000, G=000, B=000
Píxel (70, 44): R=000, G=000, B=000
Píxel (71, 44): R=000, G=000, B=000
Píxel (72, 44): R=000, G=000, B=000
Píxel (73, 44): R=000, G=000, B=000
Píxel (74, 44): R=254, G=254, B=254
Píxel (75, 44): R=000, G=000, B=000
Píxel (76, 44): R=000, G=000, B=000
Píxel (77, 44): R=000, G=000, B=000
Píxel (78, 44): R=000, G=000, B=000
Píxel (79, 44): R=224, G=224, B=224
Píxel (80, 44): R=185, G=185, B=185
Píxel (81, 44): R=000, G=000, B=000
Píxel (82, 44): R=000, G=000, B=000
Píxel (0, 45): R=000, G=000, B=000
Píxel (1, 45): R=254, G=254, B=254
Píxel (2, 45): R=186, G=186, B=186
Píxel (3, 45): R=223, G=223, B=223
Píxel (4, 45): R=000, G=000, B=000
Píxel (5, 45): R=000, G=000, B=000
Píxel (6, 45): R=000, G=000, B=000
Píxel (7, 45): R=000, G=000, B=000
Píxel (8, 45): R=000, G=000, B=000
Píxel (9, 45): R=000, G=000, B=000
Píxel (10, 45): R=000, G=000, B=000
Píxel (11, 45): R=000, G=000, B=000
Píxel (12, 45): R=000, G=000, B=000
Píxel (13, 45): R=000, G=000, B=000
Píxel (14, 45): R=000, G=000, B=000
Píxel (15, 45): R=254, G=000, B=253
Píxel (16, 45): R=252, G=000, B=251
Píxel (17, 45): R=252, G=000, B=253
Píxel (18, 45): R=254, G=000, B=000
Píxel (19, 45): R=254, G=000, B=000
Píxel (20, 45): R=254, G=000, B=000
Píxel (21, 45): R=254, G=000, B=251
Píxel (22, 45): R=000, G=000, B=250
Píxel (23, 45): R=254, G=000, B=250
Píxel (24, 45): R=253, G=000, B=254
Píxel (25, 45): R=254, G=000, B=000
Píxel (26, 45): R=254, G=254, B=000
Píxel (27, 45): R=000, G=254, B=000
Píxel (28, 45): R=000, G=251, B=252
Píxel (29, 45): R=000, G=254, B=000
Píxel (30, 45): R=251, G=252, B=254
Píxel (31, 45): R=250, G=252, B=251
Píxel (32, 45): R=254, G=254, B=252
Píxel (33, 45): R=000, G=248, B=246
Píxel (34, 45): R=000, G=240, B=243
Píxel (35, 45): R=000, G=231, B=233
Píxel (36, 45): R=000, G=191, B=191
Píxel (37, 45): R=000, G=135, B=131
Píxel (38, 45): R=226, G=87, B=80
Píxel (39, 45): R=209, G=58, B=47
Píxel (40, 45): R=199, G=39, B=27
Píxel (41, 45): R=199, G=32, B=23
Píxel (42, 45): R=205, G=34, B=27
Píxel (43, 45): R=212, G=47, B=45
Píxel (44, 45): R=220, G=70, B=69
Píxel (45, 45): R=242, G=112, B=110
Píxel (46, 45): R=000, G=176, B=170
Píxel (47, 45): R=000, G=233, B=223
Píxel (48, 45): R=000, G=241, B=234
Píxel (49, 45): R=000, G=246, B=238
Píxel (50, 45): R=000, G=253, B=247
Píxel (51, 45): R=249, G=254, B=250
Píxel (52, 45): R=247, G=000, B=253
Píxel (53, 45): R=249, G=000, B=253
Píxel (54, 45): R=252, G=000, B=251
Píxel (55, 45): R=000, G=000, B=251
Píxel (56, 45): R=000, G=254, B=000
Píxel (57, 45): R=000, G=254, B=000
Píxel (58, 45): R=000, G=000, B=000
Píxel (59, 45): R=000, G=000, B=253
Píxel (60, 45): R=000, G=254, B=248
Píxel (61, 45): R=000, G=254, B=248
Píxel (62, 45): R=000, G=254, B=000
Píxel (63, 45): R=254, G=000, B=000
Píxel (64, 45): R=000, G=000, B=000
Píxel (65, 45): R=000, G=000, B=000
Píxel (66, 45): R=000, G=000, B=000
Píxel (67, 45): R=000, G=000, B=000
Píxel (68, 45): R=000, G=000, B=000
Píxel (69, 45): R=000, G=000, B=000
Píxel (70, 45): R=000, G=000, B=000
Píxel (71, 45): R=000, G=000, B=000
Píxel (72, 45): R=000, G=000, B=000
Píxel (73, 45): R=000, G=000, B=000
Píxel (74, 45): R=254, G=254, B=254
